gene,logFC_edgeR,p_edgeR,FDR_edgeR
ENSG00000174469,-2.9572491727893504,0.0060954819610767805,0.9999988525496899
ENSG00000161133,3.907145442436459,0.006315237929898161,0.9999988525496899
ENSG00000197632,-1.675568731460882,0.0064254184270179995,0.9999988525496899
ENSG00000180694,-3.8421163818807353,0.006535346953347102,0.9999988525496899
ENSG00000188352,-2.973813931543373,0.0069612955486546765,0.9999988525496899
ENSG00000264522,2.525638147685868,0.007099138638335981,0.9999988525496899
ENSG00000204010,5.88600899132282,0.007376978106444111,0.9999988525496899
ENSG00000162654,4.079191906100163,0.007418933841452284,0.9999988525496899
ENSG00000132872,-3.355734205902277,0.007665247035466717,0.9999988525496899
ENSG00000133110,-5.928188603822315,0.007872768163810304,0.9999988525496899
ENSG00000040531,3.076430296357971,0.008022342969153206,0.9999988525496899
ENSG00000168907,6.625467248178083,0.008503895877040564,0.9999988525496899
ENSG00000144331,6.408283480889004,0.008643596412363062,0.9999988525496899
ENSG00000168280,4.90973966401479,0.008706276021519802,0.9999988525496899
ENSG00000115112,-4.343847866436154,0.008752374060568292,0.9999988525496899
ENSG00000117114,-3.7443877775875527,0.008853324188040195,0.9999988525496899
ENSG00000168488,2.2074081684550153,0.008908635074323754,0.9999988525496899
ENSG00000164294,-2.6330517571445484,0.009053409202934211,0.9999988525496899
ENSG00000163349,-2.5161067137738407,0.009075023100307883,0.9999988525496899
ENSG00000183098,-5.737925214153747,0.009413897615493149,0.9999988525496899
ENSG00000146670,7.84165222113746,0.009478703112703542,0.9999988525496899
ENSG00000144837,2.750529396062972,0.009508357519164084,0.9999988525496899
ENSG00000197808,-3.140840010062445,0.009633200637186808,0.9999988525496899
ENSG00000115423,5.7028609655089815,0.0097947639216053,0.9999988525496899
ENSG00000177302,-3.249363859566935,0.009835740486424988,0.9999988525496899
ENSG00000243232,10.278921076199506,0.010198699687621588,0.9999988525496899
ENSG00000177034,-4.341856427612992,0.010389164618068296,0.9999988525496899
ENSG00000173083,9.865073640835517,0.010489041347964162,0.9999988525496899
ENSG00000187961,-7.210785174267948,0.010527061259935284,0.9999988525496899
ENSG00000121039,2.64672816990494,0.010702355575765357,0.9999988525496899
ENSG00000146281,-3.09954368741343,0.010979101985185355,0.9999988525496899
ENSG00000078081,4.141341853877661,0.01127492281849717,0.9999988525496899
ENSG00000170537,-3.4350884563746957,0.01129960563486028,0.9999988525496899
ENSG00000101680,10.015122256794974,0.011341732617416719,0.9999988525496899
ENSG00000198382,-3.1715505110109596,0.011482116768281536,0.9999988525496899
ENSG00000146433,-1.7591189612521356,0.011574471230346516,0.9999988525496899
ENSG00000179240,3.947346312866465,0.011852099876914006,0.9999988525496899
ENSG00000141664,3.1411940501910673,0.012223524757049407,0.9999988525496899
ENSG00000137965,1.9971674455154393,0.012416765480190696,0.9999988525496899
ENSG00000179909,-3.247954876573336,0.012533725034461932,0.9999988525496899
ENSG00000107201,2.707316811793294,0.01257936820857429,0.9999988525496899
ENSG00000114450,7.825300034001373,0.012766025216564671,0.9999988525496899
ENSG00000149150,2.8957560570801295,0.012845858758210059,0.9999988525496899
ENSG00000133106,2.2795161192466873,0.012889527712970736,0.9999988525496899
ENSG00000280670,9.82060498968488,0.012938541738643438,0.9999988525496899
ENSG00000172006,4.8200328301430995,0.012939439485573292,0.9999988525496899
ENSG00000074966,-4.119236254046831,0.013016096935007073,0.9999988525496899
ENSG00000003096,-3.097468590749745,0.013262795968182488,0.9999988525496899
ENSG00000160216,2.870533236284028,0.013280724855099759,0.9999988525496899
ENSG00000108771,2.4220114876718135,0.013377040707600837,0.9999988525496899
ENSG00000159885,-3.93594803326562,0.013825876161850279,0.9999988525496899
ENSG00000130518,7.3370841461970695,0.014109394308434829,0.9999988525496899
ENSG00000213390,-5.7551330639224,0.014137179808874094,0.9999988525496899
ENSG00000196376,-6.822382894062051,0.014193107119254854,0.9999988525496899
ENSG00000089057,-2.390803070323402,0.01427100307841854,0.9999988525496899
ENSG00000169372,-1.9967237652167955,0.01439128410555439,0.9999988525496899
ENSG00000083844,-2.9148784553182137,0.014453716315009666,0.9999988525496899
ENSG00000131203,3.049237471914358,0.01450977967330493,0.9999988525496899
ENSG00000185352,9.845256526894763,0.014856709138268353,0.9999988525496899
ENSG00000171877,-5.601369185816253,0.014892672350047594,0.9999988525496899
ENSG00000146918,-4.025128003026591,0.015083713350717957,0.9999988525496899
ENSG00000166783,-2.869165461788074,0.015262377951517008,0.9999988525496899
ENSG00000011405,-2.3444766809402933,0.015423606925295156,0.9999988525496899
ENSG00000185507,2.060470357969432,0.015461998385987077,0.9999988525496899
ENSG00000197852,4.983339677595798,0.015465882504330323,0.9999988525496899
ENSG00000162877,7.890876178870442,0.015554315962341018,0.9999988525496899
ENSG00000205659,-2.6488097429040596,0.015589691544352198,0.9999988525496899
ENSG00000151150,-2.884935649307557,0.015664113503486156,0.9999988525496899
ENSG00000146733,3.6299307354740566,0.015729179624123145,0.9999988525496899
ENSG00000101265,9.951150598678597,0.015863449023270682,0.9999988525496899
ENSG00000102466,9.636773121657104,0.01609970306515214,0.9999988525496899
ENSG00000143776,-2.3113933213332722,0.01615321895323901,0.9999988525496899
ENSG00000084734,-2.466710533338302,0.016277622375885908,0.9999988525496899
ENSG00000172478,9.970124800764195,0.016423792035986456,0.9999988525496899
ENSG00000187123,-2.645241942940363,0.01643983053783328,0.9999988525496899
ENSG00000175395,-3.213062217925931,0.016467489026405838,0.9999988525496899
ENSG00000166377,-2.6997845991520273,0.016860971984363943,0.9999988525496899
ENSG00000103197,-2.26211435141748,0.017161010620360583,0.9999988525496899
ENSG00000189431,-7.928660101544131,0.017260714404950764,0.9999988525496899
ENSG00000109066,2.118422026602047,0.017303306891086136,0.9999988525496899
ENSG00000163864,2.6864411011114857,0.01744582601012617,0.9999988525496899
ENSG00000134321,3.3102333991908623,0.017598459277528507,0.9999988525496899
ENSG00000138346,-6.876966676735668,0.01772158322429682,0.9999988525496899
ENSG00000186818,9.556053394421536,0.017747694304050043,0.9999988525496899
ENSG00000104415,9.576041740107645,0.01793132243841691,0.9999988525496899
ENSG00000165730,-4.915446512702642,0.01800282414191462,0.9999988525496899
ENSG00000164879,2.7813300598881865,0.018135757384107946,0.9999988525496899
ENSG00000181104,2.5690633480022367,0.018160021898736813,0.9999988525496899
ENSG00000002549,1.6425913837681452,0.018200439330797027,0.9999988525496899
ENSG00000176024,2.5867818209512823,0.018204508570029053,0.9999988525496899
ENSG00000152463,-9.79363355733884,0.018235600910497436,0.9999988525496899
ENSG00000100578,-2.9846816451645424,0.0184590253397332,0.9999988525496899
ENSG00000104093,-4.428206718821597,0.018624108245889344,0.9999988525496899
ENSG00000281406,5.571483589986292,0.01875297285432344,0.9999988525496899
ENSG00000197860,3.3023907901279257,0.01894409625850712,0.9999988525496899
ENSG00000113578,-4.905148738528581,0.01951974455118977,0.9999988525496899
ENSG00000165494,-3.2938103683996403,0.01971858447740226,0.9999988525496899
ENSG00000125247,-2.4760046940982474,0.0199385014631686,0.9999988525496899
ENSG00000163412,-3.73194903546406,0.01994562177132806,0.9999988525496899
ENSG00000171714,-5.032496491493668,0.020055731177973945,0.9999988525496899
ENSG00000128694,-3.564758869771788,0.020246736697571238,0.9999988525496899
ENSG00000147010,-2.4483971836273972,0.020351821870890685,0.9999988525496899
ENSG00000156475,-3.290706788672312,0.020373980369545942,0.9999988525496899
ENSG00000155380,-3.9913589579280475,0.020581795194571453,0.9999988525496899
ENSG00000269067,4.568755814267892,0.020656013805254066,0.9999988525496899
ENSG00000077327,6.573376626933348,0.02071968754921801,0.9999988525496899
ENSG00000187045,3.554151842682989,0.021196159512248625,0.9999988525496899
ENSG00000093072,-2.8837668259578155,0.021243434965527944,0.9999988525496899
ENSG00000092964,-2.1028911263193097,0.02137805446776419,0.9999988525496899
ENSG00000047346,-3.2779022347902163,0.021472293913672627,0.9999988525496899
ENSG00000134326,2.9920145611855955,0.02154415226218022,0.9999988525496899
ENSG00000169660,3.4366566693078515,0.02156736601607736,0.9999988525496899
ENSG00000136997,-2.6179226739119974,0.021577452660170523,0.9999988525496899
ENSG00000156959,5.362854839921839,0.0216153242807852,0.9999988525496899
ENSG00000165246,-3.4354733781180626,0.021912233134176073,0.9999988525496899
ENSG00000197046,-4.44755432774452,0.021953186263445865,0.9999988525496899
ENSG00000070718,-2.5286627388601772,0.021962003960905162,0.9999988525496899
ENSG00000103653,2.7219125439084686,0.02197845831637074,0.9999988525496899
ENSG00000100583,-3.9981146337953954,0.021985510318736558,0.9999988525496899
ENSG00000178691,-4.870337004403133,0.022144370149481583,0.9999988525496899
ENSG00000059588,4.439592159925266,0.022402627300084597,0.9999988525496899
ENSG00000170836,1.9111204869185303,0.022407525110585365,0.9999988525496899
ENSG00000184677,-3.395680634827281,0.022426079789048814,0.9999988525496899
ENSG00000089127,2.9076967146886377,0.02256565370177721,0.9999988525496899
ENSG00000172530,2.067877229182199,0.022720455590565423,0.9999988525496899
ENSG00000089486,3.9379404798630318,0.022757428227475337,0.9999988525496899
ENSG00000092377,-7.324114754860691,0.02295944846327725,0.9999988525496899
ENSG00000174738,-2.5478564513387325,0.023031491802613022,0.9999988525496899
ENSG00000196646,-2.5242612970170213,0.023068483425649947,0.9999988525496899
ENSG00000135899,2.0928605453982105,0.023121777734828017,0.9999988525496899
ENSG00000137198,2.24087863869618,0.023234562241588153,0.9999988525496899
ENSG00000143951,-3.5541089000974018,0.023318411931597643,0.9999988525496899
ENSG00000174827,3.8304591565022195,0.02343235790001846,0.9999988525496899
ENSG00000100522,-2.376868935547377,0.023688968687228182,0.9999988525496899
ENSG00000112576,1.7905219489685615,0.023833366632065103,0.9999988525496899
ENSG00000112902,-2.447157948390568,0.023859662274325264,0.9999988525496899
ENSG00000066279,4.612174648767926,0.023891693177086722,0.9999988525496899
ENSG00000154945,-3.474812015855715,0.02399748881046892,0.9999988525496899
ENSG00000172260,7.724097709749711,0.024029259302442717,0.9999988525496899
ENSG00000197782,-3.4983018025430814,0.02403874296458539,0.9999988525496899
ENSG00000047578,-2.7755615573614043,0.02405078057973668,0.9999988525496899
ENSG00000144136,-4.98643333158179,0.024173873996407937,0.9999988525496899
ENSG00000095951,2.4687558140730452,0.024329879550349674,0.9999988525496899
ENSG00000186638,-5.800768343024497,0.024340059778734068,0.9999988525496899
ENSG00000183621,-2.937268485529528,0.024393977782448763,0.9999988525496899
ENSG00000145246,-2.5554051088699845,0.02444000465841431,0.9999988525496899
ENSG00000105894,9.44365759533509,0.024688840773080013,0.9999988525496899
ENSG00000204104,4.3822172168340545,0.024764648551230572,0.9999988525496899
ENSG00000175229,7.12163604494102,0.024767374299152815,0.9999988525496899
ENSG00000113361,-2.0095077669076153,0.024840634558400267,0.9999988525496899
ENSG00000179476,-3.1114059211121643,0.024849521928604436,0.9999988525496899
ENSG00000196911,-2.572461810405942,0.025045254733376675,0.9999988525496899
ENSG00000115687,-4.062264678824397,0.025046258746894506,0.9999988525496899
ENSG00000198298,3.2361490689948114,0.025223788699293787,0.9999988525496899
ENSG00000175265,-4.622320508102844,0.02522568137935571,0.9999988525496899
ENSG00000018280,4.2986859359970575,0.025409226392300678,0.9999988525496899
ENSG00000166788,2.6480883684119947,0.02545127242027541,0.9999988525496899
ENSG00000184304,-3.8057921986030125,0.025465306602405004,0.9999988525496899
ENSG00000166831,-4.898285711715038,0.025477799918591386,0.9999988525496899
ENSG00000127124,-3.795628317564009,0.02585015036618511,0.9999988525496899
ENSG00000175189,-7.693162152089058,0.02587141958045759,0.9999988525496899
ENSG00000163872,-2.2183142201336046,0.02591153956396655,0.9999988525496899
ENSG00000179981,4.427110914781875,0.026091051033164843,0.9999988525496899
ENSG00000127995,2.8697439238923566,0.02618676453895162,0.9999988525496899
ENSG00000163497,5.382962721269624,0.026280487370343705,0.9999988525496899
ENSG00000116668,-4.702279800210064,0.02643013091881211,0.9999988525496899
ENSG00000154914,6.075448949738901,0.026550490208068128,0.9999988525496899
ENSG00000203805,9.793853251386754,0.026576463448126444,0.9999988525496899
ENSG00000173567,9.162189547934991,0.02672712678918381,0.9999988525496899
ENSG00000175820,-9.079874309813578,0.027014480055293506,0.9999988525496899
ENSG00000179921,-9.758279491242307,0.027073436908795507,0.9999988525496899
ENSG00000132801,4.684270776543435,0.02731961589023687,0.9999988525496899
ENSG00000145996,-1.8338501142888703,0.027441221087988046,0.9999988525496899
ENSG00000125846,1.7590231607952838,0.02764898257353281,0.9999988525496899
ENSG00000268655,9.271918523955453,0.027805260841574846,0.9999988525496899
ENSG00000182511,2.2776940456734263,0.027816078639867833,0.9999988525496899
ENSG00000010030,1.7769431560975406,0.02784468470610707,0.9999988525496899
ENSG00000068489,5.5940089700996145,0.027862430347249615,0.9999988525496899
ENSG00000111145,-2.2198983198152242,0.02789058708363949,0.9999988525496899
ENSG00000124222,-1.931805634541022,0.028098259072325535,0.9999988525496899
ENSG00000117000,-1.9533148397994502,0.02824412159557655,0.9999988525496899
ENSG00000171806,2.027922202860685,0.028297825236792026,0.9999988525496899
ENSG00000157150,9.092843590337544,0.02845450944761961,0.9999988525496899
ENSG00000185347,2.5167904578541673,0.02855229551866023,0.9999988525496899
ENSG00000250366,-4.1662981700854695,0.028603137215955674,0.9999988525496899
ENSG00000002016,2.5514598028059523,0.028650183297421552,0.9999988525496899
ENSG00000185129,-2.7323417416438796,0.028658627787004454,0.9999988525496899
ENSG00000108506,-2.864962293012885,0.02868672173628664,0.9999988525496899
ENSG00000005810,-2.593121342422531,0.028767092526122015,0.9999988525496899
ENSG00000169744,-4.4234643171151635,0.029039797767431208,0.9999988525496899
ENSG00000117228,1.9685729282219637,0.029112560643288442,0.9999988525496899
ENSG00000104951,2.6351997948125914,0.029231968827736942,0.9999988525496899
ENSG00000164236,-7.188218739371127,0.02924212263617711,0.9999988525496899
ENSG00000134121,5.3969482884794315,0.02932269917732071,0.9999988525496899
ENSG00000151725,-4.165827683911671,0.029456457797254223,0.9999988525496899
ENSG00000114859,2.612506915739286,0.029485927438387072,0.9999988525496899
ENSG00000146013,-3.8730251300256473,0.029663581584100394,0.9999988525496899
ENSG00000154309,-2.5242980375276365,0.02977432453439515,0.9999988525496899
ENSG00000065457,-2.26609586368819,0.03013926970471216,0.9999988525496899
ENSG00000213047,-2.027457627856948,0.03016867460166965,0.9999988525496899
ENSG00000157796,-1.9541275911934082,0.030239633724299844,0.9999988525496899
ENSG00000138821,-2.708232227542754,0.030256281338739248,0.9999988525496899
ENSG00000183060,3.1871878865406407,0.030368719640251084,0.9999988525496899
ENSG00000095627,-4.9025545117387574,0.030525547403416207,0.9999988525496899
ENSG00000105483,-3.0937118967589927,0.03064810010039968,0.9999988525496899
ENSG00000037749,2.552148421087836,0.03066757414701829,0.9999988525496899
ENSG00000178295,-4.385382665997881,0.030723364546422702,0.9999988525496899
ENSG00000168404,2.274590264141005,0.030751258744654675,0.9999988525496899
ENSG00000111885,2.73014359341502,0.030777068211980743,0.9999988525496899
ENSG00000124743,4.58742883454203,0.03081895676759197,0.9999988525496899
ENSG00000112139,4.026779915645472,0.030831676778357377,0.9999988525496899
ENSG00000141956,-3.8164464726219296,0.030959740094732964,0.9999988525496899
ENSG00000089101,-6.4684609787906595,0.03116967886303973,0.9999988525496899
ENSG00000102230,3.888351529822864,0.031222869688936082,0.9999988525496899
ENSG00000083814,-1.886174000110165,0.03128585669613792,0.9999988525496899
ENSG00000149212,-4.158616103697412,0.03140224204089337,0.9999988525496899
ENSG00000196652,-3.1507266213191425,0.031539847192286884,0.9999988525496899
ENSG00000005189,-3.1161868015304734,0.031558445698308055,0.9999988525496899
ENSG00000181381,2.261850264128033,0.031607189953019546,0.9999988525496899
ENSG00000078098,-3.0155184945357325,0.0316841799662717,0.9999988525496899
ENSG00000119514,4.018488698755806,0.031903998502123394,0.9999988525496899
ENSG00000185745,4.404090679408748,0.031918975313280494,0.9999988525496899
ENSG00000261115,8.940470843151871,0.031987968866092724,0.9999988525496899
ENSG00000146067,3.7426016494067467,0.03200835455509711,0.9999988525496899
ENSG00000112282,-2.4117075636748675,0.03203755724405559,0.9999988525496899
ENSG00000133958,5.611600753901414,0.03203996816436374,0.9999988525496899
ENSG00000176619,-2.4084796898657386,0.032059026710661645,0.9999988525496899
ENSG00000174749,-5.1754837104585105,0.032234754695965,0.9999988525496899
ENSG00000164329,-1.701018136657295,0.03223904285997307,0.9999988525496899
ENSG00000244694,-6.956259749437225,0.032265621571407777,0.9999988525496899
ENSG00000170903,-2.4515291762950637,0.03242233520840447,0.9999988525496899
ENSG00000198081,-3.945900827223616,0.03250471502694333,0.9999988525496899
ENSG00000126262,3.263927649151094,0.032557074947684964,0.9999988525496899
ENSG00000164070,-1.9536588459559396,0.03286895555631497,0.9999988525496899
ENSG00000154451,9.094709754041446,0.032930726751340754,0.9999988525496899
ENSG00000164402,-1.9780015110662967,0.03293821557041091,0.9999988525496899
ENSG00000117477,-3.630191765507867,0.03300063501073035,0.9999988525496899
ENSG00000196172,-3.9429829819307,0.03300156503032308,0.9999988525496899
ENSG00000009765,5.396646827385578,0.03300275421784422,0.9999988525496899
ENSG00000168062,2.6242387114288426,0.033033553522746686,0.9999988525496899
ENSG00000158352,-3.2303271496742476,0.033041371695006365,0.9999988525496899
ENSG00000127951,-5.01067707217147,0.03304828560637212,0.9999988525496899
ENSG00000085511,2.591062317340639,0.03320381598181933,0.9999988525496899
ENSG00000172167,-4.787722743169077,0.033366968016638375,0.9999988525496899
ENSG00000198121,-2.0864942852098265,0.033557736585139615,0.9999988525496899
ENSG00000178773,-4.425907543077226,0.033734679430257236,0.9999988525496899
ENSG00000169255,-2.747391020645508,0.0338809931810672,0.9999988525496899
ENSG00000135436,-6.101738139252963,0.03406706470026872,0.9999988525496899
ENSG00000162889,4.684096908866401,0.03412490514197867,0.9999988525496899
ENSG00000137474,-3.2762785362479705,0.034569457408179564,0.9999988525496899
ENSG00000152217,-3.9158983290386424,0.03464366016798553,0.9999988525496899
ENSG00000183208,-3.233887392801137,0.03474281149676015,0.9999988525496899
ENSG00000139547,9.273786961154897,0.034793571090143714,0.9999988525496899
ENSG00000120159,-2.0186515204896693,0.03498825193579252,0.9999988525496899
ENSG00000168702,-3.749167732430666,0.03502352901196379,0.9999988525496899
ENSG00000197121,3.3581962221135546,0.03519461169762544,0.9999988525496899
ENSG00000040341,-1.6614762524664335,0.035211721241478366,0.9999988525496899
ENSG00000146215,3.569702064720003,0.03560310631321421,0.9999988525496899
ENSG00000132563,5.800852510322812,0.03576983778413714,0.9999988525496899
ENSG00000140937,-4.341195034054597,0.03582014466976246,0.9999988525496899
ENSG00000152953,-4.694725422305507,0.035894293971783786,0.9999988525496899
ENSG00000258890,2.2192868923274864,0.03601922521776991,0.9999988525496899
ENSG00000131153,4.261539751298231,0.036044131510206176,0.9999988525496899
ENSG00000172482,4.740057991257707,0.03611417857554851,0.9999988525496899
ENSG00000171408,-4.488315412765783,0.03614197529402993,0.9999988525496899
ENSG00000143442,-1.9053461495661943,0.036342541166502734,0.9999988525496899
ENSG00000108242,-4.4573793269296145,0.03637309468433778,0.9999988525496899
ENSG00000124459,-2.5149367494599226,0.03660505197485332,0.9999988525496899
ENSG00000159023,-2.5370353782879254,0.03673598420045368,0.9999988525496899
ENSG00000022556,3.3174446181274733,0.03675701741532711,0.9999988525496899
ENSG00000104783,9.790038918532652,0.03689938119974448,0.9999988525496899
ENSG00000249437,-9.03653590812711,0.03707315192571934,0.9999988525496899
ENSG00000112787,9.346571513171495,0.03727489828238363,0.9999988525496899
ENSG00000262406,-8.874212297369937,0.037310357830564356,0.9999988525496899
ENSG00000142089,1.2639484554368052,0.037484309649454144,0.9999988525496899
ENSG00000135119,4.846728418140794,0.037635049984556385,0.9999988525496899
ENSG00000162946,8.863308254122511,0.03770660888545579,0.9999988525496899
ENSG00000101347,1.8967753910880651,0.037741818609327044,0.9999988525496899
ENSG00000138134,-3.4550192762571585,0.03774457151174285,0.9999988525496899
ENSG00000058866,9.695155959115079,0.03776058012296249,0.9999988525496899
ENSG00000090889,-7.459434344990395,0.0378147774517095,0.9999988525496899
ENSG00000089902,6.0723656253091765,0.037934311534370865,0.9999988525496899
ENSG00000144233,-2.5737925935738115,0.03797291922552894,0.9999988525496899
ENSG00000259803,9.465877854624509,0.03809611201721455,0.9999988525496899
ENSG00000101574,2.7540609582982136,0.038220802413255414,0.9999988525496899
ENSG00000154429,-5.860545479429856,0.03828882620728753,0.9999988525496899
ENSG00000171045,5.314219076285126,0.03838497495377719,0.9999988525496899
ENSG00000196743,-2.016865414715826,0.03845588563523571,0.9999988525496899
ENSG00000258311,-3.462711618778722,0.03919284460969268,0.9999988525496899
ENSG00000060982,3.153082637861266,0.03941305935662917,0.9999988525496899
ENSG00000134508,6.046904885817016,0.0394280456176779,0.9999988525496899
ENSG00000113593,-2.5128258754307757,0.0394770734353058,0.9999988525496899
ENSG00000140691,-2.3216245947961394,0.03954387317225305,0.9999988525496899
ENSG00000114739,5.68794302667533,0.03972442664052304,0.9999988525496899
ENSG00000175591,3.072491019505876,0.03981685698313137,0.9999988525496899
ENSG00000172046,1.930062116775553,0.039869256343550596,0.9999988525496899
ENSG00000198185,-2.1047854591069988,0.03995252845769039,0.9999988525496899
ENSG00000196284,-3.118879151087492,0.0399699994295395,0.9999988525496899
ENSG00000172296,-3.3660162802878757,0.04000241535469603,0.9999988525496899
ENSG00000148358,-2.439248229166748,0.04000256370865178,0.9999988525496899
ENSG00000148426,-3.254706056274812,0.040129381020453554,0.9999988525496899
ENSG00000073605,3.1863054932034776,0.04030681088655669,0.9999988525496899
ENSG00000198142,-3.2465026364368708,0.04060879348187451,0.9999988525496899
ENSG00000118260,-1.6390523450059162,0.04093060870010101,0.9999988525496899
ENSG00000204516,3.2860618563964996,0.041096578606592854,0.9999988525496899
ENSG00000126461,3.071372827512852,0.04118221720696972,0.9999988525496899
ENSG00000139354,1.9890508909064126,0.04118395813431553,0.9999988525496899
ENSG00000109680,-2.3497145190385305,0.041190872564253425,0.9999988525496899
ENSG00000127586,3.0221921881826197,0.041214250530559667,0.9999988525496899
ENSG00000130699,8.62726870121505,0.041215711915186234,0.9999988525496899
ENSG00000135801,-4.209297575821254,0.04124174543917951,0.9999988525496899
ENSG00000008311,-3.3986552522258364,0.04131804806525003,0.9999988525496899
ENSG00000110888,-2.2008681028257575,0.04138219227517651,0.9999988525496899
ENSG00000119403,8.714959251433802,0.041383567148779596,0.9999988525496899
ENSG00000159873,-1.662162704031111,0.041400575170158764,0.9999988525496899
ENSG00000182013,-1.9107554233908384,0.04142342574241297,0.9999988525496899
ENSG00000119760,-1.5882879196219066,0.041767158075022126,0.9999988525496899
ENSG00000174358,-5.31698630554296,0.041869182621051056,0.9999988525496899
ENSG00000006740,3.4196361566184867,0.04207453312204751,0.9999988525496899
ENSG00000174514,-3.1462038912105883,0.04213486056805335,0.9999988525496899
ENSG00000107077,-1.660007245619491,0.042188712112794353,0.9999988525496899
ENSG00000187522,-2.421784190494324,0.04222754540626439,0.9999988525496899
ENSG00000198642,-1.513946360705016,0.04227297670861643,0.9999988525496899
ENSG00000071909,-4.32662000731098,0.04229706459414096,0.9999988525496899
ENSG00000105516,-3.6512258722337596,0.04229772746167624,0.9999988525496899
ENSG00000137033,-2.4683923070787155,0.042346112266095345,0.9999988525496899
ENSG00000172469,-3.064460655820191,0.04246781650603946,0.9999988525496899
ENSG00000022976,3.2035730144831693,0.042750237317853046,0.9999988525496899
ENSG00000146063,4.410952303061316,0.042892255730326165,0.9999988525496899
ENSG00000085563,-1.647538018000395,0.04295976952941871,0.9999988525496899
ENSG00000144820,2.842840975821042,0.0431579249401349,0.9999988525496899
ENSG00000143437,-1.7665461107192,0.04328400633606225,0.9999988525496899
ENSG00000108352,-8.555896959156524,0.04333696685962842,0.9999988525496899
ENSG00000053108,3.3037007731314385,0.04339032521134923,0.9999988525496899
ENSG00000115825,-2.326993805457545,0.04345908837962943,0.9999988525496899
ENSG00000116675,-2.726768241999956,0.043560501732933556,0.9999988525496899
ENSG00000172292,-3.1768054059701614,0.04358722188823883,0.9999988525496899
ENSG00000115170,2.188412924949189,0.043797427026625604,0.9999988525496899
ENSG00000148400,-3.0639950971728296,0.0439367160107735,0.9999988525496899
ENSG00000160097,-4.62973103628185,0.04394235142202829,0.9999988525496899
ENSG00000060709,4.666888134317127,0.04397263482754702,0.9999988525496899
ENSG00000204941,3.3289113720557455,0.04399025798451681,0.9999988525496899
ENSG00000119969,-4.005343557558711,0.0439964621063421,0.9999988525496899
ENSG00000141293,9.084027002207733,0.044215926216742724,0.9999988525496899
ENSG00000169891,-4.256988950435793,0.04429994251446293,0.9999988525496899
ENSG00000084774,-2.8741417805247576,0.04430413610318963,0.9999988525496899
ENSG00000174137,4.838371108853113,0.04436976532544404,0.9999988525496899
ENSG00000107331,-2.2125072493630307,0.04447340565333554,0.9999988525496899
ENSG00000138100,-3.3487379709437253,0.0444958985157925,0.9999988525496899
ENSG00000160325,1.3911182469352759,0.04451823417391655,0.9999988525496899
